,playerID,player_name,predicted WAR_1,actual WAR_1,predicted WAR_2,actual WAR_2,predicted WAR_3,actual WAR_3,start_year,trade_year,from_team,to_team,transaction-ID,rmse_scores_1,rmse_scores_2,rmse_scores_3
31,francju02 ,"5585    Juan Ramon
Name: nameGiven, dtype: object",1.01,0.0,1.436,0.53,1.80666666667,0.0,2013 ,2012.0,CIN,ATL,66870.0,1.662979203702202,1.6632081851770844,1.4798617605370876
32,stewach01 ,"16322    Christopher David
Name: nameGiven, dtype: object",1.5675,0.26,2.46666666667,0.63,0.786666666667,0.37,2013 ,2012.0,SFN,NYA,66872.0,1.662979203702202,1.6632081851770844,1.4798617605370876
33,kontoge01 ,"9209    George Nicholas
Name: nameGiven, dtype: object",0.76625,0.01,0.343333333333,-0.01,1.27,0.01,2013 ,2012.0,NYA,SFN,66872.0,1.662979203702202,1.6632081851770844,1.4798617605370876
34,byrdma01 ,"2341    Marlon Jerrard
Name: nameGiven, dtype: object",-0.11,3.99,0.0,2.66,0.0,0.86,2013 ,2012.0,CHN,BOS,66876.0,1.662979203702202,1.6632081851770844,1.4798617605370876
35,bowdemi01 ,"1640    Michael Matthew
Name: nameGiven, dtype: object",0.99,0.02,2.1,0.0,0.27,0.0,2013 ,2012.0,BOS,CHN,66876.0,1.662979203702202,1.6632081851770844,1.4798617605370876
36,hudsoky01 ,"7988    Kyle Jordan
Name: nameGiven, dtype: object",0.452,0.0,0.386666666667,0.0,-0.166,0.0,2013 ,2012.0,TBA,PHI,66880.0,1.662979203702202,1.6632081851770844,1.4798617605370876
37,thompri02 ,"16969    Richard Charles
Name: nameGiven, dtype: object",-0.0925,0.0,-0.0866666666667,0.0,-0.02,0.0,2013 ,2012.0,PHI,TBA,66880.0,1.662979203702202,1.6632081851770844,1.4798617605370876
38,ruggiju01 ,"14759    Justin Marshall
Name: nameGiven, dtype: object",1.18,0.07,0.27,-0.4,-0.05,0.64,2013 ,2012.0,HOU,MIA,66882.0,1.662979203702202,1.6632081851770844,1.4798617605370876
39,youklke01 ,"18702    Kevin Edmund
Name: nameGiven, dtype: object",2.43,-0.15,1.5525,0.0,1.73333333333,0.0,2013 ,2012.0,BOS,CHA,66884.0,1.662979203702202,1.6632081851770844,1.4798617605370876
40,lillibr01 ,"9846    Brent Stuart
Name: nameGiven, dtype: object",-0.335,-0.64,0.05,0.0,-0.02,0.0,2013 ,2012.0,CHA,BOS,66884.0,1.662979203702202,1.6632081851770844,1.4798617605370876
41,stewaza01 ,"16339    Zachary Robert
Name: nameGiven, dtype: object",1.738,0.0,0.7175,0.0,-0.5625,0.0,2013 ,2012.0,CHA,BOS,66884.0,1.662979203702202,1.6632081851770844,1.4798617605370876
42,thomeji01 ,"16936    James Howard
Name: nameGiven, dtype: object",0.0,0.0,0.0,0.0,0.0,0.0,2013 ,2012.0,PHI,BAL,66886.0,1.662979203702202,1.6632081851770844,1.4798617605370876
43,janispa01 ,"8282    Paul Ryan
Name: nameGiven, dtype: object",-0.02,-0.38,0.755,0.0,0.31,0.22,2013 ,2012.0,CIN,ATL,66890.0,1.662979203702202,1.6632081851770844,1.4798617605370876
44,redmoto01 ,"14009    Todd Richard
Name: nameGiven, dtype: object",2.56,0.03,0.743333333333,-0.02,0.0866666666667,0.0,2013 ,2012.0,ATL,CIN,66890.0,1.662979203702202,1.6632081851770844,1.4798617605370876
45,guthrje01 ,"6739    Jeremy
Name: nameGiven, dtype: object",0.0,0.02,0.0,-0.02,0.0,0.03,2013 ,2012.0,COL,KCA,66892.0,1.662979203702202,1.6632081851770844,1.4798617605370876
46,sanchjo01 ,"14942    Jonathan Omar
Name: nameGiven, dtype: object",0.0,0.02,-0.57,0.0,0.0,0.0,2013 ,2012.0,KCA,COL,66892.0,1.662979203702202,1.6632081851770844,1.4798617605370876
47,enrigba01 ,"4944    Barry Ryan
Name: nameGiven, dtype: object",-0.61,0.0,0.29,0.0,-0.43,0.0,2013 ,2012.0,ARI,ANA,66900.0,1.662979203702202,1.6632081851770844,1.4798617605370876
48,suzukic01 ,"16599    Ichiro
Name: nameGiven, dtype: object",0.0,1.55,0.0,1.03,0.0,-1.2,2013 ,2012.0,SEA,NYA,66902.0,1.662979203702202,1.6632081851770844,1.4798617605370876
49,farquda01 ,"5141    Daniel Andres
Name: nameGiven, dtype: object",0.69,0.02,-0.163333333333,0.02,0.39,0.0,2013 ,2012.0,NYA,SEA,66902.0,1.662979203702202,1.6632081851770844,1.4798617605370876
50,mitchdj01 ,"11652    William Douglas
Name: nameGiven, dtype: object",2.02375,0.0,1.15571428571,0.0,1.165,0.0,2013 ,2012.0,NYA,SEA,66902.0,1.662979203702202,1.6632081851770844,1.4798617605370876
51,roberry01 ,"14402    Ryan Alan
Name: nameGiven, dtype: object",3.565,0.06,1.205,-0.11,1.73,0.0,2013 ,2012.0,ARI,TBA,66908.0,1.662979203702202,1.6632081851770844,1.4798617605370876
52,delosfa01 ,"4153    Fautino
Name: nameGiven, dtype: object",0.905,0.0,2.39,0.0,0.075,0.0,2013 ,2012.0,OAK,MIL,66916.0,1.662979203702202,1.6632081851770844,1.4798617605370876
53,kottage01 ,"9244    George
Name: nameGiven, dtype: object",1.89,0.55,3.25,0.35,3.565,0.0,2013 ,2012.0,MIL,OAK,66916.0,1.662979203702202,1.6632081851770844,1.4798617605370876
54,liriafr01 ,"9908    Francisco Casillas
Name: nameGiven, dtype: object",0.0,-0.35,0.0,-0.19,0.0,0.14,2013 ,2012.0,MIN,CHA,66918.0,1.662979203702202,1.6632081851770844,1.4798617605370876
55,escobed01 ,"4993    Eduardo Jose
Name: nameGiven, dtype: object",1.28428571429,0.25,1.00333333333,1.14,1.096,1.95,2013 ,2012.0,CHA,MIN,66918.0,1.662979203702202,1.6632081851770844,1.4798617605370876
56,hernape02 ,"7458    Pedro Michel
Name: nameGiven, dtype: object",0.656666666667,0.01,0.712,-0.03,-0.535,0.0,2013 ,2012.0,CHA,MIN,66918.0,1.662979203702202,1.6632081851770844,1.4798617605370876
57,johnsre02 ,"8477    Reed Cameron
Name: nameGiven, dtype: object",2.58,-0.05,0.585,-0.56,0.12,-0.29,2013 ,2012.0,CHN,ATL,66922.0,1.662979203702202,1.6632081851770844,1.4798617605370876
58,maholpa01 ,"10360    Paul Gurner
Name: nameGiven, dtype: object",2.14666666667,-0.03,1.88666666667,-0.02,2.83,0.0,2013 ,2012.0,CHN,ATL,66922.0,1.662979203702202,1.6632081851770844,1.4798617605370876
59,chapmja02 ,"2839    Jaye Lawrence
Name: nameGiven, dtype: object",2.02375,0.0,1.15571428571,0.0,1.165,0.0,2013 ,2012.0,ATL,CHN,66922.0,1.662979203702202,1.6632081851770844,1.4798617605370876
60,vizcaar01 ,"17567    Arodys
Name: nameGiven, dtype: object",-0.608,0.0,-0.498333333333,0.0,1.6425,0.02,2013 ,2012.0,ATL,CHN,66922.0,1.662979203702202,1.6632081851770844,1.4798617605370876
61,snidetr01 ,"15959    Travis James
Name: nameGiven, dtype: object",1.075,-0.58,0.938333333333,2.09,1.68,0.95,2013 ,2012.0,TOR,PIT,66924.0,1.662979203702202,1.6632081851770844,1.4798617605370876
62,lincobr01 ,"9856    Brad Eric
Name: nameGiven, dtype: object",0.0,0.0,1.73,0.0,0.23,0.0,2013 ,2012.0,PIT,TOR,66924.0,1.662979203702202,1.6632081851770844,1.4798617605370876
63,thameer01 ,"16867    Eric Allyn
Name: nameGiven, dtype: object",-0.115,0.0,0.18,0.0,-0.47,0.0,2013 ,2012.0,TOR,SEA,66926.0,1.662979203702202,1.6632081851770844,1.4798617605370876
64,delabst01 ,"4111    Steven Edward
Name: nameGiven, dtype: object",0.36125,0.03,1.39666666667,0.0,0.9575,0.0,2013 ,2012.0,SEA,TOR,66926.0,1.662979203702202,1.6632081851770844,1.4798617605370876
65,leagubr01 ,"9618    Brandon Paul
Name: nameGiven, dtype: object",-0.95,0.08,0.8,0.01,0.02,0.0,2013 ,2012.0,SEA,LAN,66928.0,1.662979203702202,1.6632081851770844,1.4798617605370876
66,mujiced01 ,"12019    Edward Jose
Name: nameGiven, dtype: object",4.94,0.01,-0.95,0.0,0.0,0.0,2013 ,2012.0,MIA,SLN,66934.0,1.662979203702202,1.6632081851770844,1.4798617605370876
67,alberma01 ,"148    Matthew James
Name: nameGiven, dtype: object",-1.075,0.03,-0.365,0.0,-0.28,0.0,2013 ,2012.0,BOS,ARI,66938.0,1.662979203702202,1.6632081851770844,1.4798617605370876
68,podsesc01 ,"13527    Scott Eric
Name: nameGiven, dtype: object",0.585,0.0,0.12,0.0,0.0,0.0,2013 ,2012.0,BOS,ARI,66938.0,1.662979203702202,1.6632081851770844,1.4798617605370876
69,breslcr01 ,"1823    Craig Andrew
Name: nameGiven, dtype: object",-0.19,0.03,0.0,0.0,0.0,0.0,2013 ,2012.0,ARI,BOS,66938.0,1.662979203702202,1.6632081851770844,1.4798617605370876
70,hernago01 ,"7444    Gorkys Gustavo
Name: nameGiven, dtype: object",1.49,0.0,0.737142857143,0.0,1.39,-0.1,2013 ,2012.0,PIT,MIA,66942.0,1.662979203702202,1.6632081851770844,1.4798617605370876
71,sanchga01 ,"14936    Gabriel
Name: nameGiven, dtype: object",2.8675,0.72,3.4625,-0.45,2.39,0.0,2013 ,2012.0,MIA,PIT,66942.0,1.662979203702202,1.6632081851770844,1.4798617605370876
72,mcgehca01 ,"11055    Casey Michael
Name: nameGiven, dtype: object",4.705,0.0,2.4475,1.14,3.08,-0.62,2013 ,2012.0,PIT,NYA,66944.0,1.662979203702202,1.6632081851770844,1.4798617605370876
73,quallch01 ,"13766    Chad Michael
Name: nameGiven, dtype: object",0.0,0.04,0.0,0.0,0.0,0.0,2013 ,2012.0,NYA,PIT,66944.0,1.662979203702202,1.6632081851770844,1.4798617605370876
74,suzukku01 ,"16600    Kurt Kiyoshi
Name: nameGiven, dtype: object",2.84,0.43,2.4325,2.24,3.945,0.38,2013 ,2012.0,OAK,WAS,66950.0,1.662979203702202,1.6632081851770844,1.4798617605370876
75,blantjo01 ,"1407    Joseph Matthew
Name: nameGiven, dtype: object",-0.19,0.01,0.0,0.0,0.0,-0.01,2013 ,2012.0,PHI,LAN,66952.0,1.662979203702202,1.6632081851770844,1.4798617605370876
76,valenda01 ,"17379    Daniel Paul
Name: nameGiven, dtype: object",0.128,0.76,0.126666666667,0.01,-0.395,1.65,2013 ,2012.0,MIN,BOS,66956.0,1.662979203702202,1.6632081851770844,1.4798617605370876
77,shoppke01 ,"15589    Kelly Brian
Name: nameGiven, dtype: object",-0.16,-0.04,-0.01,0.0,1.875,0.0,2013 ,2012.0,BOS,NYN,66960.0,1.662979203702202,1.6632081851770844,1.4798617605370876
78,beatope01 ,"977    Pedro
Name: nameGiven, dtype: object",0.49,0.01,-0.07,0.0,-0.59,0.0,2013 ,2012.0,NYN,BOS,66960.0,1.662979203702202,1.6632081851770844,1.4798617605370876
79,drewst01 ,"4572    Stephen Oris
Name: nameGiven, dtype: object",2.11333333333,3.05,2.12,0.32,3.565,0.4,2013 ,2012.0,ARI,OAK,66962.0,1.662979203702202,1.6632081851770844,1.4798617605370876
80,reckean01 ,"13993    Anthony Vito
Name: nameGiven, dtype: object",4.03857142857,0.63,3.63857142857,0.75,4.585,-0.79,2013 ,2012.0,OAK,CHN,66968.0,1.662979203702202,1.6632081851770844,1.4798617605370876
81,lallibl01 ,"9418    Blake Thomas
Name: nameGiven, dtype: object",-0.335,-0.53,-0.046,0.0,-0.395,0.0,2013 ,2012.0,CHN,OAK,66968.0,1.662979203702202,1.6632081851770844,1.4798617605370876
82,bakerje03 ,"639    Jeffrey Glen
Name: nameGiven, dtype: object",0.0,0.73,0.0,-0.15,0.0,-0.1,2013 ,2012.0,DET,ATL,66970.0,1.662979203702202,1.6632081851770844,1.4798617605370876
83,bellhe01 ,"1079    Heath Justin
Name: nameGiven, dtype: object",-0.18,0.04,0.0,0.0,0.0,0.0,2013 ,2012.0,MIA,ARI,66972.0,1.662979203702202,1.6632081851770844,1.4798617605370876
84,youngch04 ,"18711    Christopher Brandon
Name: nameGiven, dtype: object",1.68,-0.17,2.53666666667,-0.08,2.865,1.18,2013 ,2012.0,ARI,OAK,66972.0,1.662979203702202,1.6632081851770844,1.4798617605370876
85,pennicl01 ,"13179    Clifton Randolph
Name: nameGiven, dtype: object",1.5425,1.76,2.82,1.6,2.71333333333,0.16,2013 ,2012.0,OAK,ARI,66972.0,1.662979203702202,1.6632081851770844,1.4798617605370876
86,carpeda01 ,"2586    Darrell David
Name: nameGiven, dtype: object",-1.1,-0.02,2.40666666667,0.04,1.09,0.0,2013 ,2012.0,TOR,BOS,66974.0,1.662979203702202,1.6632081851770844,1.4798617605370876
87,farrejo03 ,"5151    John Edward
Name: nameGiven, dtype: object",0.0,0.0,-0.76,0.0,0.0,0.0,2013 ,2012.0,TOR,BOS,66974.0,1.662979203702202,1.6632081851770844,1.4798617605370876
88,avilemi01 ,"536    Michael Anthony
Name: nameGiven, dtype: object",0.496666666667,0.47,0.38,0.26,-0.595,-1.28,2013 ,2012.0,BOS,TOR,66974.0,1.662979203702202,1.6632081851770844,1.4798617605370876
89,santaer01 ,"14988    Ervin Ramon
Name: nameGiven, dtype: object",0.0,0.03,0.8,-0.15,0.02,0.0,2013 ,2012.0,ANA,KCA,68006.0,1.662979203702202,1.6632081851770844,1.4798617605370876
90,avilemi01 ,"536    Michael Anthony
Name: nameGiven, dtype: object",0.496666666667,0.47,0.38,0.26,-0.595,-1.28,2013 ,2012.0,TOR,CLE,68008.0,1.662979203702202,1.6632081851770844,1.4798617605370876
91,gomesya01 ,"6284    Yan
Name: nameGiven, dtype: object",0.452,3.91,0.386666666667,4.23,-0.166,0.75,2013 ,2012.0,TOR,CLE,68008.0,1.662979203702202,1.6632081851770844,1.4798617605370876
92,rogeres01 ,"14535    Esmil Antonio
Name: nameGiven, dtype: object",0.0,-0.07,0.0,-0.01,0.0,0.0,2013 ,2012.0,CLE,TOR,68008.0,1.662979203702202,1.6632081851770844,1.4798617605370876
93,tekotbl01 ,"16816    Blake Aaron
Name: nameGiven, dtype: object",-0.234,-0.18,-0.17,0.0,-0.075,0.0,2013 ,2012.0,SDN,CHA,68010.0,1.662979203702202,1.6632081851770844,1.4798617605370876
94,andinro01 ,"349    Robert Lazaro
Name: nameGiven, dtype: object",2.05,-0.29,5.65,0.0,5.2,0.0,2013 ,2012.0,BAL,SEA,68016.0,1.662979203702202,1.6632081851770844,1.4798617605370876
95,robintr01 ,"14440    Trayvon Andrew Dwayne
Name: nameGiven, dtype: object",1.33142857143,0.0,0.612857142857,0.0,1.278,0.0,2013 ,2012.0,SEA,BAL,68016.0,1.662979203702202,1.6632081851770844,1.4798617605370876
96,reynoma02 ,"14166    Matthew Paul
Name: nameGiven, dtype: object",1.42428571429,0.02,2.495,0.0,0.57,0.01,2013 ,2012.0,COL,ARI,68018.0,1.662979203702202,1.6632081851770844,1.4798617605370876
97,wheelry01 ,"18059    Ryan Gerard
Name: nameGiven, dtype: object",1.24142857143,-0.82,1.19428571429,-0.57,0.301666666667,0.0,2013 ,2012.0,ARI,COL,68018.0,1.662979203702202,1.6632081851770844,1.4798617605370876
98,burnsco01 ,"2225    Cory Wade
Name: nameGiven, dtype: object",0.69,0.01,-0.163333333333,0.0,0.39,0.0,2013 ,2012.0,SDN,TEX,68022.0,1.662979203702202,1.6632081851770844,1.4798617605370876
99,rosarsa02 ,"14635    Sandy
Name: nameGiven, dtype: object",-0.565,0.01,-0.14,0.0,-0.59,0.0,2013 ,2012.0,BOS,OAK,68024.0,1.662979203702202,1.6632081851770844,1.4798617605370876
